id,name,team,position,overall,pace,shooting,passing,dribbling,defending,physical,nation,league,age,weak_foot,skill_moves,image_url
205192,Denis Suárez,D. Alavés,CM,74,55,70,77,75,63,52,Spain,LALIGA EA SPORTS,32,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/205192_en.webp
215930,Tin Jedvaj,Panathinaikos,CB,74,70,51,57,64,74,76,Croatia,Hellas Liga,30,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/215930_en.webp
223978,Manu García,Sporting KC,CAM,74,77,69,73,76,40,57,Spain,MLS,28,4,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/223978_en.webp
242908,Jack Clarke,Ipswich,LM,74,78,71,68,75,40,60,England,EFL Championship,25,4,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/242908_en.webp
244603,Bećir Omeragić,Montpellier,CB,74,75,40,63,67,74,73,Switzerland,Ligue 2 BKT,24,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/244603_en.webp
257920,Casper Tengstedt,Feyenoord,ST,74,81,74,63,70,36,68,Denmark,Eredivisie,25,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/257920_en.webp
277689,Conrad Harder,RB Leipzig,ST,74,75,76,66,71,28,76,Denmark,Bundesliga,20,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/277689_en.webp
206222,Bigas,Elche CF,CB,74,57,52,64,65,74,79,Spain,LALIGA EA SPORTS,35,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/206222_en.webp
215247,Marcus Ingvartsen,San Diego FC,ST,74,62,77,67,73,38,74,Denmark,MLS,30,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/215247_en.webp
231512,Lloyd Kelly,Juventus,CB,74,67,40,65,67,73,79,England,Serie A Enilive,27,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/231512_en.webp
256800,Jakob Breum,Go Ahead Eagles,CAM,74,70,72,72,76,38,63,Denmark,Eredivisie,22,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/256800_en.webp
198331,Matěj Vydra,Viktoria Plzeň,ST,74,76,72,66,72,36,68,Czech Republic,Česká Liga,33,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/198331_en.webp
215323,Ali Sowe,Çaykur Rizespor,ST,74,75,72,60,72,32,79,Gambia,Trendyol Süper Lig,31,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/215323_en.webp
221479,Dominic Calvert-Lewin,Leeds United,ST,74,72,72,63,70,38,75,England,Premier League,29,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/221479_en.webp
277594,Óscar Aranda,FC Famalicão,LM,74,78,72,67,80,29,64,Spain,Liga Portugal,23,4,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/277594_en.webp
278032,Christos Mandas,Latium,GK,74,76,71,72,78,23,70,Greece,Serie A Enilive,24,3,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/278032_en.webp
188988,Manuel Lanzini,Vélez Sarsfield,CAM,74,68,68,75,78,51,49,Argentina,LPF,33,3,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/188988_en.webp
220165,Joel Pohjanpalo,Palermo,ST,74,68,76,63,70,36,76,Finland,Serie BKT,31,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/220165_en.webp
240796,Manuel Roffo,Instituto,GK,74,75,72,72,75,23,72,Argentina,LPF,25,4,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/240796_en.webp
247138,Fran Navarro,SC Braga,ST,74,75,75,56,71,36,76,Spain,Liga Portugal,28,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/247138_en.webp
257288,Maduka Okoye,Udinese,GK,74,73,72,68,78,24,74,Nigeria,Serie A Enilive,26,3,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/257288_en.webp
259563,Daan Rots,FC Twente,RM,74,80,65,71,75,39,59,Holland,Eredivisie,24,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/259563_en.webp
204060,Tjaronn Chery,N.E.C. Nijmegen,CAM,74,63,77,73,76,29,70,Suriname,Eredivisie,37,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/204060_en.webp
227527,Fábio Abreu,Beijing FC,ST,74,82,75,59,69,26,77,Angola,CSL,33,3,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/227527_en.webp
260843,Anass Zaroury,Panathinaikos,LW,74,84,70,69,77,27,61,Morocco,Hellas Liga,25,5,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/260843_en.webp
260952,Andreas Schjelderup,SL Benfica,LW,74,80,68,68,80,35,57,Norway,Liga Portugal,21,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/260952_en.webp
272453,Pablo Durán,Celta,ST,74,72,74,64,74,36,68,Spain,LALIGA EA SPORTS,24,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272453_en.webp
70415,Estéban Lepaul,Stade Rennais FC,ST,74,75,75,60,73,36,68,France,Ligue 1 McDonald's,25,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/70415_en.webp
212205,Nikola Storm,Antalyaspor,LM,74,75,73,71,74,36,58,Belgium,Trendyol Süper Lig,31,4,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/212205_en.webp
213189,Joo Min Kyu,Daejeon Hana,ST,74,62,75,56,69,46,79,Korea Republic,K League 1,35,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/213189_en.webp
251870,Juan David Cabal,Juventus,LB,74,72,38,69,65,74,69,Colombia,Serie A Enilive,25,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/251870_en.webp
253130,Robert Navarro,Athletic Club,RM,74,74,69,70,77,34,63,Spain,LALIGA EA SPORTS,23,3,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/253130_en.webp
275545,Alan,Moreirense FC,CAM,74,76,65,71,78,50,47,Brazil,Liga Portugal,26,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275545_en.webp
275592,Ruben van Bommel,PSV,LW,74,87,69,65,76,25,65,Holland,Eredivisie,21,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275592_en.webp
199042,Charles Aránguiz,U. de Chile,CM,74,34,71,77,74,65,65,Chile,Libertadores,36,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/199042_en.webp
224146,Jesús Imaz,Jagiellonia,CAM,74,70,73,70,76,34,63,Spain,PKO BP Ekstraklasa,35,4,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/224146_en.webp
234333,Myziane Maolida,Al Kholood,LM,74,83,72,65,79,24,63,Comoros,ROSHN Saudi League,27,3,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/234333_en.webp
242660,Jordan Beyer,Burnley,CB,74,72,34,63,69,74,74,Germany,Premier League,25,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/242660_en.webp
248602,Jacob Greaves,Ipswich,CB,74,66,40,63,65,74,78,England,EFL Championship,25,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/248602_en.webp
267976,Pablo Torre,RCD Mallorca,CAM,74,72,64,76,76,45,53,Spain,LALIGA EA SPORTS,22,4,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/267976_en.webp
272612,Brajan Gruda,Brighton,CAM,74,74,71,69,79,30,63,Germany,Premier League,21,3,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272612_en.webp
274266,Agustín García Basso,Racing Club,CB,74,58,52,62,63,75,76,Argentina,LPF,34,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/274266_en.webp
276528,Claudio Echeverri,Leverkusen,CAM,74,84,66,71,80,38,47,Argentina,Bundesliga,20,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/276528_en.webp
277503,Clément Akpa,AJ Auxerre,CB,74,70,42,61,67,74,72,Côte d'Ivoire,Ligue 1 McDonald's,24,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/277503_en.webp
69967,Isaac,Sevilla FC,ST,74,78,72,68,73,23,71,Spain,LALIGA EA SPORTS,25,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/69967_en.webp
236524,Anel Ahmedhodžić,Feyenoord,CB,74,72,41,59,61,74,78,Bosnia and Herzegovina,Eredivisie,27,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/236524_en.webp
238570,Song Bum Keun,Jeonbuk Hyundai,GK,74,76,69,67,76,25,72,Korea Republic,K League 1,28,2,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/238570_en.webp
239956,Myron Boadu,PSV,ST,74,78,74,61,77,28,67,Holland,Eredivisie,25,5,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/239956_en.webp
260178,Juan Iglesias,Getafe CF,RB,74,79,39,61,66,71,69,Spain,LALIGA EA SPORTS,27,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/260178_en.webp
269186,Orri Óskarsson,Real Sociedad,ST,74,74,73,63,70,31,74,Iceland,LALIGA EA SPORTS,21,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/269186_en.webp
245863,Valentin Gendrey,TSG Hoffenheim,RB,74,75,37,60,67,72,73,France,Bundesliga,25,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/245863_en.webp
212626,Davie Selke,Başakşehir,ST,74,71,73,54,67,38,80,Germany,Trendyol Süper Lig,31,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/212626_en.webp
230857,Nuno da Costa,Başakşehir,ST,74,82,73,63,73,27,65,Cape Verde Islands,Trendyol Süper Lig,35,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/230857_en.webp
237994,Nahuel Barrios,Barracas Central,LW,74,90,65,67,78,37,46,Argentina,LPF,27,3,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/237994_en.webp
241042,Oliver Skipp,Leicester City,CDM,74,60,47,68,70,71,67,England,EFL Championship,25,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/241042_en.webp
271688,Zuriko Davitashvili,AS Saint-Étienne,LW,74,86,64,70,77,25,61,Georgia,Ligue 2 BKT,25,3,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/271688_en.webp
197891,Juanmi,Getafe CF,ST,74,74,73,69,75,31,60,Spain,LALIGA EA SPORTS,32,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/197891_en.webp
202848,Gianluca Caprari,Monza,CAM,74,74,73,73,77,36,49,Italy,Serie BKT,32,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/202848_en.webp
222429,Andrés Cubas,Whitecaps FC,CDM,74,69,47,66,71,73,56,Paraguay,MLS,29,2,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/222429_en.webp
226377,Gonzalo Martínez,River Plate,LW,74,72,72,73,79,36,50,Argentina,LPF,32,2,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/226377_en.webp
258923,Arribas,UD Almería,CAM,74,71,73,72,75,41,50,Spain,LALIGA HYPERMOTION,24,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/258923_en.webp
212613,Wesley Saïd,RC Lens,ST,74,73,75,67,78,30,58,France,Ligue 1 McDonald's,30,3,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/212613_en.webp
233588,Elgezabal,Levante UD,CB,74,58,50,58,62,76,77,Spain,LALIGA EA SPORTS,32,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/233588_en.webp
242195,Mark McKenzie,Toulouse FC,CB,74,80,36,50,64,73,78,United States,Ligue 1 McDonald's,27,5,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/242195_en.webp
247122,Danylo Sikan,Trabzonspor,ST,74,80,72,61,70,28,70,Ukraine,Trendyol Süper Lig,24,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/247122_en.webp
273748,Joaquín Panichelli,Strasbourg,ST,74,68,75,62,70,27,79,Argentina,Ligue 1 McDonald's,23,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/273748_en.webp
75055,Jesús Rodríguez,Como,LM,74,80,68,69,77,32,54,Spain,Serie A Enilive,20,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/75055_en.webp
211381,Sofiane Boufal,R. Union St.-G.,CAM,74,74,69,71,79,29,58,Morocco,1A Pro League,32,4,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/211381_en.webp
212382,Paul Onuachu,Trabzonspor,ST,74,60,74,59,64,44,79,Nigeria,Trendyol Süper Lig,31,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/212382_en.webp
216774,Wesley Hoedt,Al Shabab,CB,74,53,46,71,61,74,75,Holland,ROSHN Saudi League,32,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/216774_en.webp
225410,Adam Masina,Torino,CB,74,62,42,66,68,77,65,Morocco,Serie A Enilive,32,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/225410_en.webp
243009,Derek Cornelius,Rangers,CB,74,67,45,55,57,71,85,Canada,Scottish Prem,28,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243009_en.webp
244288,Adam Idah,Swansea City,ST,74,80,73,57,68,24,78,Republic of Ireland,EFL Championship,25,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/244288_en.webp
255687,David Zima,Slavia Praha,CB,74,76,38,54,62,75,75,Czech Republic,Česká Liga,25,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/255687_en.webp
256725,Fábio Carvalho,Brentford,CAM,74,75,68,68,77,46,46,Portugal,Premier League,23,4,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/256725_en.webp
262344,Julien Le Cardinal,Stade Brestois 29,CB,74,71,31,63,65,74,76,France,Ligue 1 McDonald's,28,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/262344_en.webp
270478,Marquinhos,APOEL FC,LM,74,85,69,67,74,26,59,Brazil,Liga Cyprus,29,3,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/270478_en.webp
274187,Gabriel Pereira,F.C. København,CB,74,67,38,58,64,73,80,Brazil,3F Superliga,25,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/274187_en.webp
187132,Carlos Zambrano,Alianza Lima,CB,74,57,48,57,66,74,77,Peru,Libertadores,36,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/187132_en.webp
189060,Aleksandar Dragović,FK Austria Wien,CB,74,50,51,63,63,76,76,Austria,Ö. Bundesliga,35,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/189060_en.webp
206219,Juan Cruz,CA Osasuna,LB,74,69,40,62,64,73,71,Spain,LALIGA EA SPORTS,33,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/206219_en.webp
220031,Oli McBurnie,Hull City,ST,74,61,71,60,71,34,82,Scotland,EFL Championship,29,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/220031_en.webp
238490,Ilias Chair,QPR,LM,74,79,66,71,78,32,53,Morocco,EFL Championship,28,2,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/238490_en.webp
252793,Taylor Harwood-Bellis,Southampton,CB,74,65,36,62,66,74,76,England,EFL Championship,24,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/252793_en.webp
259748,Martin Vitík,Bologna,CB,74,73,39,56,62,74,75,Czech Republic,Serie A Enilive,23,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/259748_en.webp
263022,Max Rosenfelder,SC Freiburg,CB,74,82,30,57,67,75,68,Germany,Bundesliga,23,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/263022_en.webp
265578,Ilias Akhomach,Villarreal CF,RM,74,78,72,68,76,28,57,Morocco,LALIGA EA SPORTS,21,4,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/265578_en.webp
224444,Haris Belkebla,Angers SCO,CDM,74,46,49,71,70,68,74,Algeria,Ligue 1 McDonald's,32,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/224444_en.webp
233732,David Okereke,Cremonese,ST,74,83,71,58,75,26,65,Nigeria,Serie A Enilive,28,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/233732_en.webp
254601,Gastón Olveira,Olimpia,GK,74,72,77,65,75,19,70,Uruguay,Libertadores,32,3,1,https://ratings-images-prod.pulse.ea.com/FC26/components/items/254601_en.webp
260601,Exequiel Zeballos,Boca Juniors,RM,74,88,64,66,79,30,51,Argentina,LPF,23,3,5,https://ratings-images-prod.pulse.ea.com/FC26/components/items/260601_en.webp
265774,Koni De Winter,Milano FC,CB,74,67,40,58,66,75,72,Belgium,Serie A Enilive,23,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/265774_en.webp
274906,Mojmír Chytil,Slavia Praha,ST,74,73,72,55,68,29,81,Czech Republic,Česká Liga,26,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/274906_en.webp
208330,Adnan Januzaj,Sevilla FC,RW,74,70,69,76,78,30,54,Belgium,LALIGA EA SPORTS,31,4,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/208330_en.webp
215334,Guido Carrillo,Estudiantes,ST,74,50,75,56,72,45,79,Argentina,LPF,34,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/215334_en.webp
236988,Eddie Nketiah,Crystal Palace,ST,74,81,73,58,76,25,64,England,Premier League,26,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/236988_en.webp
240640,Leonardo Morales,Belgrano,CB,74,65,34,57,64,74,83,Argentina,LPF,34,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/240640_en.webp
257946,Alidu Seidu,Stade Rennais FC,CB,74,61,43,61,70,75,67,Ghana,Ligue 1 McDonald's,25,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/257946_en.webp
225200,Kike Barja,CA Osasuna,RM,74,74,66,69,74,35,58,Spain,LALIGA EA SPORTS,29,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/225200_en.webp
241186,Vasil Kušej,Slavia Praha,LW,74,78,68,67,78,24,61,Czech Republic,Česká Liga,25,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/241186_en.webp
242663,Sebastiaan Bornauw,Leeds United,CB,74,69,45,59,55,74,74,Belgium,Premier League,27,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/242663_en.webp
261987,Antonio Blanco,D. Alavés,CDM,74,46,59,72,67,70,62,Spain,LALIGA EA SPORTS,25,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/261987_en.webp
79629,Jair Cunha,Nott'm Forest,CB,74,67,38,59,58,73,80,Brazil,Premier League,21,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/79629_en.webp
221024,Asger Sørensen,Sparta Praha,CB,74,57,45,61,61,75,76,Denmark,Česká Liga,29,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/221024_en.webp
225508,Eric Bailly,R. Oviedo,CB,74,64,42,59,66,74,70,Côte d'Ivoire,LALIGA EA SPORTS,31,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/225508_en.webp
264325,Martín Satriano,OL,ST,74,63,74,62,72,34,69,Uruguay,Ligue 1 McDonald's,25,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264325_en.webp
269164,Mohamed Abdelmonem,OGC Nice,CB,74,62,40,63,61,74,74,Egypt,Ligue 1 McDonald's,27,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/269164_en.webp
234826,Toni Martínez,D. Alavés,ST,74,67,74,60,70,24,78,Spain,LALIGA EA SPORTS,28,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/234826_en.webp
252162,Ayase Ueda,Feyenoord,ST,74,74,75,58,69,28,69,Japan,Eredivisie,27,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/252162_en.webp
276493,Santiago Mouriño,Villarreal CF,CB,74,67,36,56,64,73,77,Uruguay,LALIGA EA SPORTS,24,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/276493_en.webp
70971,Sorriso,FC Famalicão,RM,74,80,72,67,75,30,48,Brazil,Liga Portugal,25,3,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/70971_en.webp
199206,Domagoj Vida,AEK Athens,CB,74,63,41,59,57,76,76,Croatia,Hellas Liga,36,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/199206_en.webp
214169,William Tesillo,Atl. Nacional,CB,74,64,29,62,67,76,74,Colombia,Libertadores,36,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/214169_en.webp
192342,Edwin Cardona,Atl. Nacional,CAM,74,47,73,77,74,33,67,Colombia,Libertadores,33,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/192342_en.webp
189250,Salomón Rondón,R. Oviedo,ST,74,51,75,66,70,33,75,Venezuela,LALIGA EA SPORTS,36,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/189250_en.webp
273564,Gift Orban,Hellas Verona,ST,74,76,79,62,73,18,62,Nigeria,Serie A Enilive,23,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/273564_en.webp
245716,Samuel Essende,FC Augsburg,ST,74,73,72,50,67,26,81,Congo DR,Bundesliga,28,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/245716_en.webp
264288,Alexandre Penetra,AZ,CB,74,67,36,56,59,75,75,Portugal,Eredivisie,24,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/264288_en.webp
74871,Arthur Chaves,TSG Hoffenheim,CB,74,78,37,51,52,76,73,Brazil,Bundesliga,25,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/74871_en.webp
275328,Can Uzun,Frankfurt,CAM,74,62,75,66,77,25,62,Turkey,Bundesliga,20,3,4,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275328_en.webp
226129,Jon Gorenc Stanković,SK Sturm Graz,CDM,74,39,46,59,66,75,81,Slovenia,Ö. Bundesliga,30,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/226129_en.webp
234249,Sam Surridge,Nashville SC,ST,74,64,76,56,70,28,72,England,MLS,27,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/234249_en.webp
235458,Cédric Kipré,Ipswich,CB,74,68,35,49,55,72,87,Côte d'Ivoire,EFL Championship,29,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/235458_en.webp
239901,Saša Kalajdžić,LASK,ST,74,50,72,67,68,45,64,Austria,Ö. Bundesliga,28,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/239901_en.webp
153048,Magnus Wolff Eikrem,Molde FK,CAM,74,59,71,75,74,33,53,Norway,Eliteserien,35,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/153048_en.webp
185144,Massimo Coda,Sampdoria,ST,74,60,76,60,71,28,70,Italy,Serie BKT,37,4,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/185144_en.webp
237522,Jorge Cuenca,Fulham,CB,74,70,37,58,52,75,73,Spain,Premier League,26,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/237522_en.webp
256731,Jean-Philippe Krasso,Paris FC,ST,74,65,73,64,72,21,70,Côte d'Ivoire,Ligue 1 McDonald's,28,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/256731_en.webp
213581,Martín Nervo,Huracán,CB,74,54,43,56,56,73,81,Argentina,LPF,35,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/213581_en.webp
225263,Duje Ćaleta-Car,Real Sociedad,CB,74,58,39,55,59,74,76,Croatia,LALIGA EA SPORTS,29,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/225263_en.webp
232670,Fernando Zampedri,Uni. Católica,ST,74,57,78,56,67,29,74,Chile,Liga Chile,38,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/232670_en.webp
236510,Barnabás Varga,Ferencvárosi TC,ST,74,70,73,56,69,20,72,Hungary,Magyar Liga,31,3,3,https://ratings-images-prod.pulse.ea.com/FC26/components/items/236510_en.webp
214766,Carlos Izquierdoz,Lanús,CB,74,41,53,52,53,73,86,Argentina,LPF,37,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/214766_en.webp
230855,Hauke Wahl,FC St. Pauli,CB,74,54,32,56,64,76,76,Germany,Bundesliga,31,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/230855_en.webp
243530,Mujaid,KRC Genk,CB,74,60,26,62,56,73,80,Spain,1A Pro League,26,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/243530_en.webp
240064,Ousseynou Ba,Başakşehir,CB,74,69,31,48,55,73,80,Senegal,Trendyol Süper Lig,30,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/240064_en.webp
258782,Ardian Ismajli,Torino,CB,74,67,30,49,62,78,70,Albania,Serie A Enilive,29,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/258782_en.webp
200752,Juan Jesus,SSC Napoli,CB,74,58,33,53,61,77,73,Brazil,Serie A Enilive,34,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/200752_en.webp
269181,Diego Coppola,Brighton,CB,74,52,40,56,60,75,72,Italy,Premier League,22,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/269181_en.webp
242569,Francisco Álvarez,Argentinos Jrs.,CB,74,66,31,46,57,74,79,Argentina,LPF,26,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/242569_en.webp
260931,Zeno Van Den Bosch,Royal Antwerp FC,CB,74,60,28,65,53,74,73,Belgium,1A Pro League,22,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/260931_en.webp
233097,Rick van Drongelen,Samsunspor,CB,74,62,27,56,54,74,79,Holland,Trendyol Süper Lig,27,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/233097_en.webp
272433,Herrando,CA Osasuna,CB,74,49,37,57,67,76,66,Spain,LALIGA EA SPORTS,25,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/272433_en.webp
222493,Marvin Friedrich,M'gladbach,CB,74,58,41,54,50,76,72,Germany,Bundesliga,30,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/222493_en.webp
238370,Marin Pongračić,Fiorentina,CB,74,61,26,52,62,74,76,Croatia,Serie A Enilive,28,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/238370_en.webp
262140,Carlos Domínguez,Celta,CB,74,63,28,56,56,74,72,Spain,LALIGA EA SPORTS,25,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/262140_en.webp
275783,Kialonda Gaspar,Lecce,CB,74,64,30,43,54,74,84,Angola,Serie A Enilive,28,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/275783_en.webp
210679,Paulo Oliveira,SC Braga,CB,74,53,34,52,61,76,72,Portugal,Liga Portugal,34,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/210679_en.webp
260233,Marco Di Cesare,Racing Club,CB,74,61,31,51,51,74,80,Argentina,LPF,24,2,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/260233_en.webp
202849,Jannik Vestergaard,Leicester City,CB,74,32,48,61,54,73,79,Denmark,EFL Championship,33,4,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/202849_en.webp
242392,Giangiacomo Magnani,Reggiana,CB,74,64,39,45,50,75,72,Italy,Serie BKT,30,3,2,https://ratings-images-prod.pulse.ea.com/FC26/components/items/242392_en.webp
